City,District,Location,BHK,Bathrooms,Floors,Area_Anna,Road_Width_Ft,Price_NPR
Lalitpur,Lalitpur,Nakkhu,4.0,3.0,2.5,3.0,16.0,23000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.0,15.0,19500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,4.3,16.0,28000000.0
Lalitpur,Lalitpur,Kusunti,4.0,4.0,2.5,3.1,15.0,23500000.0
Kathmandu,Kathmandu,Shankhamul,7.0,3.0,2.5,4.0,13.0,40000000.0
Kathmandu,Kathmandu,Dhapasi,5.0,4.0,2.5,4.2,13.0,28000000.0
Kathmandu,Kathmandu,Tokha Height,5.0,4.0,2.5,3.2,12.0,23000000.0
Lalitpur,Lalitpur,Hattiban,6.0,4.0,2.5,4.0,12.0,21500000.0
Kathmandu,Kathmandu,Gothatar,4.0,3.0,2.5,6.0,20.0,40000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.5,3.0,15.0,21000000.0
Kathmandu,Kathmandu,Syuchatar,6.0,3.0,2.5,3.0,13.0,20500000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,7.0,20.0,45000000.0
Kathmandu,Kathmandu,Khadka Gaun,4.0,3.0,2.5,4.0,13.0,23000000.0
Kathmandu,Kathmandu,Mandikhatar,6.0,4.0,2.5,5.0,18.0,45000000.0
Kathmandu,Kathmandu,Swoyambhu,6.0,3.0,2.5,12.3,22.0,6200000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,3.0,2.5,3.0,13.5,24000000.0
Lalitpur,Lalitpur,Nakkhu,7.0,4.0,3.0,4.0,14.5,32500000.0
Lalitpur,Lalitpur,Nakhipot,8.0,6.0,3.0,7.0,20.0,80000000.0
Kathmandu,Kathmandu,Mahadevsthan,2.0,1.0,1.0,3.0,10.0,10500000.0
Lalitpur,Lalitpur,Hattiban,3.0,3.0,2.0,4.0,13.0,21100000.0
Kathmandu,Kathmandu,Kapan Gumba,3.0,2.0,2.5,3.2,13.0,14000000.0
Kathmandu,Kathmandu,Narayantar,3.0,4.0,2.5,4.2,18.0,27500000.0
Lalitpur,Lalitpur,Thaiba,4.0,4.0,2.5,6.0,20.0,48500000.0
Kathmandu,Kathmandu,Dhumbarahi,4.0,5.0,2.5,16.0,15.0,130000000.0
Kathmandu,Kathmandu,Narephat,6.0,4.0,2.5,6.0,13.0,38500000.0
Kathmandu,Kathmandu,Sanobharyang,7.0,3.0,2.5,5.1,12.0,18500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.0,6.5,14.0,70000000.0
Kathmandu,Kathmandu,Chandol,5.0,3.0,2.0,6.0,18.0,46000000.0
Kathmandu,Kathmandu,Budhanilkantha,7.0,5.0,2.5,8.6,13.0,115000000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,6.0,2.5,4.0,16.0,37500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,4.0,18.0,24000000.0
Kathmandu,Kathmandu,Narayanthan,6.0,3.0,2.5,11.0,14.0,80000000.0
Kathmandu,Kathmandu,Naxal,5.0,5.0,2.5,17.0,16.0,135000000.0
Kathmandu,Kathmandu,Dhapasi,6.0,4.0,2.5,6.0,20.0,33000000.0
Kathmandu,Kathmandu,Hepali Height,6.0,4.0,2.5,4.0,14.0,33000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,4.2,16.0,24000000.0
Kathmandu,Kathmandu,Bafal,7.0,4.0,3.5,5.2,16.5,46000000.0
Kathmandu,Kathmandu,Makalbari,6.0,5.0,3.5,2.2,12.0,17000000.0
Lalitpur,Lalitpur,Karyabinayak,4.0,5.0,2.5,4.0,20.0,32500000.0
Lalitpur,Lalitpur,Bojepokhari,6.0,3.0,2.5,6.0,12.0,30000000.0
Kathmandu,Kathmandu,Syuchatar,7.0,3.0,3.5,4.0,20.0,29500000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,2.5,4.0,20.0,26500000.0
Kathmandu,Kathmandu,Mulpani,4.0,5.0,3.0,4.1,14.0,22500000.0
Kathmandu,Kathmandu,Narayanthan,4.0,4.0,2.0,6.0,19.0,45000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,4.0,19.0,28500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.2,20.0,25000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,5.0,2.0,6.5,15.0,80000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,6.0,15.0,47000000.0
Kathmandu,Kathmandu,Ram Mandir,6.0,3.0,2.5,4.2,13.0,27200000.000000004
Kathmandu,Kathmandu,Chandol,4.0,3.0,2.5,4.0,15.5,35000000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,6.0,12.0,40000000.0
Kathmandu,Kathmandu,Dhumbarahi,7.0,4.0,3.0,5.5,12.0,62500000.0
Kathmandu,Kathmandu,Dhungedhara,7.0,4.0,3.0,3.2,12.0,26000000.0
Kathmandu,Kathmandu,Kuleshwor,5.0,4.0,2.5,2.2,19.0,22500000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,4.2,13.0,16000000.0
Kathmandu,Kathmandu,Lolang,4.0,4.0,2.5,3.1,13.0,16500000.0
Lalitpur,Lalitpur,Imadol,3.0,3.0,2.5,2.2,13.0,17000000.0
Kathmandu,Kathmandu,Golfutar,5.0,5.0,3.0,5.2,13.0,40000000.0
Lalitpur,Lalitpur,Gwarko,5.0,3.0,2.0,4.0,15.0,19500000.0
Kathmandu,Kathmandu,Golfutar,5.0,4.0,2.5,4.0,20.0,37000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,3.0,13.0,15000000.0
Kathmandu,Kathmandu,Dhapasi,5.0,4.0,2.5,4.0,13.0,28500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.2,13.0,19000000.0
Kathmandu,Kathmandu,Dhapasi,3.0,3.0,2.5,5.0,13.0,32000000.0
Kathmandu,Kathmandu,Rudreshwor,5.0,5.0,2.5,7.2,14.0,42000000.0
Kathmandu,Kathmandu,Narayanthan,5.0,6.0,2.5,6.0,18.0,47500000.0
Kathmandu,Kathmandu,Deuwa Chowk,5.0,5.0,2.5,4.1,14.0,32500000.0
Kathmandu,Kathmandu,Gopikrishna Hall,6.0,4.0,6.0,9.0,20.0,180000000.0
Kathmandu,Kathmandu,Pepsicola,4.0,3.0,2.5,3.3,20.0,33000000.0
Kathmandu,Kathmandu,Baluwatar,4.0,4.0,2.5,5.0,13.0,55000000.0
Kathmandu,Kathmandu,Rudreshwor,7.0,3.0,2.5,5.0,18.0,37500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,4.0,20.0,38000000.0
Bhaktapur,Bhaktapur,Sudal,2.0,1.0,1.0,3.0,10.0,7500000.0
Kathmandu,Kathmandu,Gothatar,6.0,4.0,3.0,3.0,14.0,18500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,3.2,20.0,24500000.0
Kathmandu,Kathmandu,Golfutar,5.0,4.0,2.5,4.0,13.0,27000000.0
Bhaktapur,Bhaktapur,Liwali,3.0,2.0,2.5,7.2,13.0,35000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.0,14.0,18500000.0
Lalitpur,Lalitpur,Nakkhu,4.0,5.0,2.5,3.2,20.0,26500000.0
Lalitpur,Lalitpur,Imadol,7.0,4.0,2.5,3.0,13.0,16000000.0
Kathmandu,Kathmandu,Hattigaunda,4.0,4.0,2.5,3.0,13.0,23000000.0
Kathmandu,Kathmandu,Patitar,5.0,4.0,3.5,9.1,20.0,67000000.0
Lalitpur,Lalitpur,Kusunti,4.0,3.0,2.5,3.0,15.0,26500000.0
Kathmandu,Kathmandu,Hattidanda,7.0,3.0,3.5,5.2,13.0,26500000.0
Lalitpur,Lalitpur,Dholahiti,4.0,4.0,2.5,4.0,20.0,27500000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,3.0,13.0,19000000.0
Kathmandu,Kathmandu,Shantinagar,10.0,4.0,3.5,3.0,30.0,39000000.0
Kathmandu,Kathmandu,Bafal,4.0,4.0,2.5,4.2,13.0,25500000.0
Kathmandu,Kathmandu,Dhungedhara,5.0,4.0,2.5,3.2,12.0,28000000.0
Kathmandu,Kathmandu,Thankot,7.0,4.0,2.5,3.0,5.0,10500000.0
Kathmandu,Kathmandu,Thankot,3.0,3.0,1.0,3.0,13.0,11500000.0
Kathmandu,Kathmandu,Baniyatar,4.0,4.0,2.5,2.2,11.5,18500000.0
Kathmandu,Kathmandu,Kalanki,5.0,3.0,3.0,8.0,14.0,42500000.0
Kathmandu,Kathmandu,Bafal,6.0,4.0,2.5,4.0,14.0,30000000.0
Kathmandu,Kathmandu,Banasthali,5.0,4.0,3.0,4.0,32.0,30000000.0
Kathmandu,Kathmandu,Ramkot,4.0,2.0,2.0,4.0,20.0,15500000.0
Kathmandu,Kathmandu,Ramkot,4.0,2.0,2.0,5.0,20.0,17500000.0
Kathmandu,Kathmandu,Khusibu,7.0,7.0,3.5,4.2,20.0,41000000.0
Lalitpur,Lalitpur,Hattiban,6.0,4.0,2.5,4.0,13.0,21500000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,2.5,4.0,13.0,21000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,5.0,15.0,35000000.0
Lalitpur,Lalitpur,Shovahiti,2.0,1.0,1.0,4.2,10.0,25000000.0
Kathmandu,Kathmandu,Basantanagar,2.0,1.0,1.0,3.2,13.0,13000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,6.0,2.5,5.1,13.0,41500000.0
Kathmandu,Kathmandu,Mandikhatar,4.0,4.0,2.5,13.0,18.0,70000000.0
Kathmandu,Kathmandu,Grande Villa,4.0,3.0,2.5,4.0,26.0,26000000.0
Kathmandu,Kathmandu,Grande Villa,6.0,3.0,2.5,4.0,26.0,28000000.0
Kathmandu,Kathmandu,Grande Villa,4.0,4.0,2.5,3.0,15.0,19000000.0
Kathmandu,Kathmandu,Deuwa Chowk,6.0,4.0,2.5,6.0,14.0,36000000.0
Kathmandu,Kathmandu,Hattigaunda,4.0,5.0,2.5,5.0,14.0,34500000.0
Lalitpur,Lalitpur,Gwarko,5.0,4.0,2.5,4.2,13.0,30000000.0
Kathmandu,Kathmandu,Dhapasi,7.0,5.0,2.5,11.1,15.0,50000000.0
Kathmandu,Kathmandu,Tokha,4.0,4.0,2.5,7.0,20.0,38000000.0
Kathmandu,Kathmandu,Hattigaunda,5.0,5.0,3.5,3.0,13.0,31000000.0
Kathmandu,Kathmandu,Narayanthan,4.0,4.0,2.5,12.0,19.0,67500000.0
Kathmandu,Kathmandu,Kalanki,5.0,4.0,2.5,4.1,10.0,29000000.0
Kathmandu,Kathmandu,Grande Hospital,5.0,5.0,2.5,4.3,15.0,28000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,4.0,2.5,9.0,14.0,55000000.0
Kathmandu,Kathmandu,Hattigaunda,6.0,4.0,2.5,5.1,15.0,32500000.0
Kathmandu,Kathmandu,Thulobharyang,7.0,5.0,2.5,7.0,13.0,39500000.0
Kathmandu,Kathmandu,Golfutar,5.0,5.0,2.5,4.0,17.0,35000000.0
Kathmandu,Kathmandu,Chandol,5.0,3.0,2.5,5.2,20.0,47500000.0
Kathmandu,Kathmandu,New Buspark,4.0,4.0,2.5,3.0,13.0,26000000.0
Kathmandu,Kathmandu,Mahadevsthan,2.0,1.0,1.0,3.0,13.0,9800000.0
Kathmandu,Kathmandu,Hepali Height,3.0,2.0,2.5,4.0,13.0,22500000.0
Lalitpur,Lalitpur,Nakkhu,4.0,5.0,2.5,4.0,20.0,28000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.0,14.0,18500000.0
Kathmandu,Kathmandu,Basantanagar,10.0,8.0,5.5,8.0,20.0,100000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,4.1,13.0,25000000.0
Kathmandu,Kathmandu,Kapan,6.0,4.0,2.5,7.0,13.0,36000000.0
Kathmandu,Kathmandu,Mulpani,4.0,3.0,2.5,2.5,10.0,12500000.0
Lalitpur,Lalitpur,Taukhel,3.0,4.0,2.5,4.0,26.0,25000000.0
Kathmandu,Kathmandu,Gothatar,6.0,4.0,2.5,3.1,13.0,23000000.0
Kathmandu,Kathmandu,Balambu,5.0,3.0,2.5,3.1,13.0,18000000.0
Kathmandu,Kathmandu,Kalanki,7.0,4.0,3.5,4.0,14.0,21800000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,4.0,2.5,4.0,13.0,25000000.0
Kathmandu,Kathmandu,Khadka Gaun,5.0,3.0,2.5,4.0,16.0,21500000.0
Kathmandu,Kathmandu,Bhutkhel,5.0,2.0,2.5,3.0,10.0,18000000.0
Lalitpur,Lalitpur,Chyasal,7.0,4.0,4.0,3.0,13.0,24000000.0
Kathmandu,Kathmandu,Thulobharyang,5.0,2.0,2.0,3.2,16.0,24000000.0
Lalitpur,Lalitpur,Dhapakhel,3.0,3.0,2.5,2.2,20.0,14500000.0
Kathmandu,Kathmandu,Hattigaunda,5.0,5.0,2.5,5.2,16.0,31500000.0
Kathmandu,Kathmandu,Panipokhari,4.0,5.0,3.0,5.2,20.0,54000000.0
Kathmandu,Kathmandu,Kapan,6.0,4.0,2.5,4.0,14.0,21000000.0
Kathmandu,Kathmandu,Kamitar,5.0,4.0,2.5,3.0,15.0,17000000.0
Kathmandu,Kathmandu,Ichangu Narayan,4.0,5.0,3.0,5.0,15.0,29000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,12.0,12.0,58000000.0
Kathmandu,Kathmandu,Manabahadur Marga,5.0,4.0,2.5,4.0,13.0,27000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,5.0,2.5,7.0,20.0,57500000.0
Kathmandu,Kathmandu,Hepali Height,5.0,5.0,2.5,4.0,15.0,27000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,4.0,2.5,5.0,15.0,44500000.0
Kathmandu,Kathmandu,Bansbari,6.0,4.0,2.5,8.0,20.0,45000000.0
Kathmandu,Kathmandu,Kavresthali,3.0,2.0,1.5,4.0,10.0,15500000.0
Kathmandu,Kathmandu,Goldhunga,4.0,4.0,2.0,4.0,26.0,18500000.0
Kathmandu,Kathmandu,Thankot,5.0,5.0,3.5,4.0,13.0,30000000.0
Lalitpur,Lalitpur,Nakhipot,5.0,3.0,2.5,4.2,20.0,25000000.0
Kathmandu,Kathmandu,Thankot,4.0,2.0,2.0,4.0,16.0,19000000.0
Kathmandu,Kathmandu,Mitrapark,6.0,6.0,4.5,4.3,30.0,49000000.0
Kathmandu,Kathmandu,Gongabu,5.0,4.0,3.5,4.2,20.0,35000000.0
Lalitpur,Lalitpur,Imadol,6.0,5.0,2.5,5.1,13.0,32500000.0
Kathmandu,Kathmandu,Gyaneshwor,4.0,4.0,3.5,6.0,15.0,35000000.0
Kathmandu,Kathmandu,Narayanthan,4.0,4.0,2.5,12.0,15.0,67500000.0
Kathmandu,Kathmandu,Syuchatar,4.0,4.0,2.5,4.0,13.0,24500000.0
Kathmandu,Kathmandu,Syuchatar,5.0,4.0,3.5,3.3,13.0,22000000.0
Kathmandu,Kathmandu,Shankhamul,6.0,5.0,4.5,4.0,15.0,55500000.0
Lalitpur,Lalitpur,Jawalakhel,4.0,4.0,3.0,7.0,16.0,90000000.0
Kathmandu,Kathmandu,Manabahadur Marga,5.0,4.0,2.5,4.0,13.0,27000000.0
Kathmandu,Kathmandu,Hattigaunda,4.0,4.0,2.5,4.2,20.0,50000000.0
Kathmandu,Kathmandu,Bansbari,6.0,4.0,2.5,3.2,18.0,38000000.0
Other,Other,Undefined,5.0,5.0,3.0,3.0,16.0,24500000.0
Kathmandu,Kathmandu,Banasthali,5.0,3.0,2.5,3.2,8.0,20000000.0
Lalitpur,Lalitpur,Balkumari,6.0,4.0,3.0,4.2,18.0,50000000.0
Lalitpur,Lalitpur,Tikathali,5.0,4.0,2.5,3.0,13.0,16000000.0
Kathmandu,Kathmandu,Thankot,4.0,4.0,2.5,5.0,16.0,32500000.0
Kathmandu,Kathmandu,Thankot,6.0,4.0,2.5,4.0,16.0,16000000.0
Kathmandu,Kathmandu,Thankot,5.0,2.0,2.5,3.1,13.0,16000000.0
Kathmandu,Kathmandu,Siddhartha Colony,9.0,5.0,4.0,9.0,12.0,70000000.0
Kathmandu,Kathmandu,Chapali,7.0,3.0,3.0,3.3,13.0,29500000.0
Kathmandu,Kathmandu,Kalanki,5.0,3.0,2.0,4.0,14.0,22000000.0
Kathmandu,Kathmandu,Bafal,5.0,3.0,2.5,3.3,15.0,31000000.0
Lalitpur,Lalitpur,Lubhu,4.0,3.0,2.5,5.0,13.0,18500000.0
Kathmandu,Kathmandu,Nagarjun,6.0,3.0,2.5,4.1,22.0,22500000.0
Kathmandu,Kathmandu,Kumarigal,4.0,4.0,3.0,6.2,10.0,35000000.0
Kathmandu,Kathmandu,Tenzing Chowk,6.0,5.0,3.0,4.0,13.0,29000000.0
Kathmandu,Kathmandu,Naya Basti,5.0,4.0,2.0,4.0,15.0,19000000.0
Lalitpur,Lalitpur,Bhaisepati,3.0,4.0,2.5,4.1,20.0,22000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.5,3.0,12.0,21000000.0
Kathmandu,Kathmandu,Sitapaila,4.0,3.0,2.5,4.2,15.0,34500000.0
Kathmandu,Kathmandu,Bhangal,3.0,4.0,2.5,5.0,14.0,35000000.0
Kathmandu,Kathmandu,Katyani Chowk,7.0,4.0,3.5,4.0,10.0,33000000.0
Kathmandu,Kathmandu,Jarankhu,5.0,3.0,1.0,3.1,10.0,7800000.0
Kathmandu,Kathmandu,Jarankhu,2.0,1.0,1.0,3.0,10.0,12000000.0
Kathmandu,Kathmandu,Mulpani,2.0,1.0,2.0,3.0,10.0,12000000.0
Lalitpur,Lalitpur,Setipakha,5.0,3.0,3.0,5.0,16.0,21000000.0
Kathmandu,Kathmandu,Basundhara,6.0,4.0,4.0,3.0,12.0,26000000.0
Kathmandu,Kathmandu,Rudreshwor,5.0,3.0,2.5,2.2,10.0,10500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.0,12.0,18500000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,2.5,3.0,13.0,16500000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,3.2,15.0,25000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.2,13.0,22000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.1,13.0,21500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,4.2,13.0,24500000.0
Kathmandu,Kathmandu,Syuchatar,5.0,5.0,2.5,3.2,12.0,20700000.0
Kathmandu,Kathmandu,Syuchatar,4.0,4.0,2.5,3.2,14.0,22000000.0
Kathmandu,Kathmandu,Lolang,4.0,3.0,2.5,3.1,12.0,15500000.0
Kathmandu,Kathmandu,Thankot,3.0,1.0,1.0,3.1,13.0,11500000.0
Lalitpur,Lalitpur,Tikathali,5.5,4.0,1.0,2.2,16.0,9850000.0
Kathmandu,Kathmandu,Panga,13.5,4.0,5.0,11.0,20.0,52000000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,3.1,13.0,21500000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,3.0,13.0,17500000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.5,3.0,12.0,18500000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.1,13.0,19800000.0
Kathmandu,Kathmandu,Bhatkepati,5.0,2.0,2.0,3.3,13.0,17500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,2.0,2.0,5.0,13.0,32500000.0
Kathmandu,Kathmandu,New Baneshwor,4.0,4.0,2.5,4.0,13.0,42500000.0
Kathmandu,Kathmandu,Tinkune,5.0,3.0,2.0,10.0,11.0,50000000.0
Kathmandu,Kathmandu,Kadaghari,2.0,1.0,1.0,3.0,13.0,12000000.0
Kathmandu,Kathmandu,Kalanki,4.0,4.0,2.5,4.2,13.0,28000000.0
Kathmandu,Kathmandu,Dharmasthali,5.0,3.0,2.5,5.0,11.0,24000000.0
Kathmandu,Kathmandu,Taulung,6.0,4.0,2.5,6.0,18.0,42500000.0
Kathmandu,Kathmandu,Matatirtha,4.0,4.0,2.5,5.0,13.0,33000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.1,13.0,20700000.0
Lalitpur,Lalitpur,Imadol,4.0,2.0,2.0,3.0,13.0,18200000.0
Kathmandu,Kathmandu,Syuchatar,6.0,3.0,2.0,4.0,13.0,22400000.000000004
Kathmandu,Kathmandu,Syuchatar,6.0,3.0,2.5,4.0,12.0,24500000.0
Kathmandu,Kathmandu,Hattigaunda,7.0,3.0,2.5,5.0,12.0,32500000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,3.0,3.0,3.0,10.0,29900000.000000004
Kathmandu,Kathmandu,Ram Mandir,5.0,3.0,2.5,2.5,10.0,26500000.0
Kathmandu,Kathmandu,Thankot,4.0,2.0,2.0,2.2,13.5,11500000.0
Kathmandu,Kathmandu,Mahadevsthan,2.0,1.0,1.5,2.2,10.0,11000000.0
Kathmandu,Kathmandu,Mahadevsthan,2.0,1.0,1.5,3.2,15.0,11500000.0
Kathmandu,Kathmandu,Thankot,4.0,3.0,1.5,3.2,15.5,12000000.0
Bhaktapur,Bhaktapur,Katunje,4.0,4.0,2.5,2.2,15.0,14000000.0
Bhaktapur,Bhaktapur,Katunje,5.0,5.0,2.0,5.0,13.0,13500000.0
Bhaktapur,Bhaktapur,Balkot,6.0,4.0,2.5,3.3,20.0,25000000.0
Lalitpur,Lalitpur,Khumaltar,3.0,3.0,2.5,4.2,13.0,21000000.0
Kathmandu,Kathmandu,Mahadevsthan,5.0,4.0,1.5,3.0,13.0,11500000.0
Kathmandu,Kathmandu,Chamati,6.0,6.0,3.5,4.2,12.0,30000000.0
Kathmandu,Kathmandu,Kalimati,6.0,6.0,5.0,3.0,15.0,50000000.0
Kathmandu,Kathmandu,Kalimati,4.0,4.0,2.0,3.0,20.0,22500000.0
Kathmandu,Kathmandu,Ichangu Narayan,6.0,5.0,3.0,5.0,12.0,29000000.0
Kathmandu,Kathmandu,Syuchatar,7.0,4.0,3.5,3.2,15.0,28500000.0
Kathmandu,Kathmandu,Maitidevi,8.0,5.0,4.5,3.2,18.0,46500000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,4.0,20.0,27000000.0
Kathmandu,Kathmandu,Hattigaunda,5.0,5.0,2.5,5.1,12.0,31500000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,5.0,2.5,26.0,15.0,110000000.0
Kathmandu,Kathmandu,Grande Hospital,5.0,3.0,2.5,3.2,12.0,24500000.0
Kathmandu,Kathmandu,Manamaiju,6.0,4.0,3.5,3.2,13.0,22500000.0
Kathmandu,Kathmandu,Basundhara,7.0,4.0,2.5,3.1,10.0,28500000.0
Kathmandu,Kathmandu,Samakhusi,6.0,4.0,2.5,3.0,10.0,25000000.0
Kathmandu,Kathmandu,Panchetar,2.0,1.0,1.0,4.2,10.0,15500000.0
Kathmandu,Kathmandu,Baluwakhani,8.0,4.0,3.5,3.3,13.0,17000000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,3.0,13.0,19000000.0
Kathmandu,Kathmandu,Dhungeadda,4.0,4.0,2.5,3.2,20.0,16000000.0
Kathmandu,Kathmandu,Dhungeadda,5.0,5.0,2.5,3.0,20.0,15500000.0
Kathmandu,Kathmandu,Dhungeadda,6.0,4.0,2.5,3.0,13.0,16500000.0
Kathmandu,Kathmandu,Tinthana,3.0,3.0,2.5,3.0,20.0,18000000.0
Kathmandu,Kathmandu,Dawadi Gaun,5.0,4.0,2.5,3.0,13.0,19000000.0
Kathmandu,Kathmandu,Maitidevi,8.0,6.0,3.5,14.0,13.0,100000000.0
Kathmandu,Kathmandu,Bafal,6.0,6.0,2.5,3.2,13.0,22500000.0
Kathmandu,Kathmandu,Putalisadak,4.0,4.0,4.0,5.0,15.0,50000000.0
Kathmandu,Kathmandu,Thankot,6.0,5.0,2.5,3.0,13.0,12800000.0
Kathmandu,Kathmandu,Mahadevsthan,2.0,1.0,1.0,4.0,13.0,12000000.0
Kathmandu,Kathmandu,Thankot,3.0,1.0,1.0,3.2,13.0,9800000.0
Kathmandu,Kathmandu,Thankot,4.0,3.0,2.5,3.0,13.0,17000000.0
Kathmandu,Kathmandu,Naxal,5.0,5.0,2.0,12.0,20.0,100000000.0
Kathmandu,Kathmandu,Balaju,10.0,6.0,5.0,18.0,15.0,260000000.0
Kathmandu,Kathmandu,Ratopool,12.0,7.0,6.5,15.0,20.0,150000000.0
Lalitpur,Lalitpur,Bungamati,7.0,5.0,3.0,3.2,13.0,25000000.0
Kathmandu,Kathmandu,Gothatar,6.0,8.0,3.5,7.0,14.0,62500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,4.0,16.0,38000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,3.0,4.2,13.0,25500000.0
Kathmandu,Kathmandu,Naxal,5.0,6.0,2.5,4.0,15.0,38000000.0
Kathmandu,Kathmandu,Pasikot,5.0,4.0,2.5,8.2,13.0,55000000.0
Lalitpur,Lalitpur,Sanepa,4.0,4.0,2.0,16.0,14.0,97500000.0
Kathmandu,Kathmandu,Golfutar,5.0,5.0,2.5,5.2,12.0,43000000.0
Kathmandu,Kathmandu,Samakhusi,6.0,6.0,2.5,4.0,12.0,30000000.0
Lalitpur,Lalitpur,Bhaisepati,3.0,4.0,2.5,3.2,20.0,27500000.0
Kathmandu,Kathmandu,Pasikot,4.0,5.0,2.5,5.2,20.0,30000000.0
Kathmandu,Kathmandu,Nilopool,8.0,4.0,3.0,4.2,12.0,26000000.0
Kathmandu,Kathmandu,Pasikot,4.0,6.0,3.0,5.5,14.0,32000000.0
Kathmandu,Kathmandu,Shantinagar,6.0,4.0,3.75,10.1,12.0,90000000.0
Kathmandu,Kathmandu,Hepali Height,6.0,3.0,3.0,5.0,14.0,41000000.0
Kathmandu,Kathmandu,Baluwatar,4.0,4.0,2.0,10.0,16.0,130000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,4.2,19.0,31000000.0
Kathmandu,Kathmandu,Dhapasi,11.0,5.0,2.5,4.2,20.0,25000000.0
Kathmandu,Kathmandu,Baluwatar,9.0,7.0,5.0,5.2,26.0,70000000.0
Kathmandu,Kathmandu,Golfutar,3.0,4.0,2.5,3.0,26.0,22000000.0
Kathmandu,Kathmandu,Bhangal,6.0,4.0,2.5,3.0,10.0,19000000.0
Kathmandu,Kathmandu,Chunikhel,2.0,1.0,1.0,3.5,13.0,13000000.0
Kathmandu,Kathmandu,Kapan,5.0,4.0,2.5,4.3,13.0,20000000.0
Kathmandu,Kathmandu,Gongabu,5.0,4.0,2.5,3.0,12.0,18500000.0
Kathmandu,Kathmandu,Kapan,4.0,2.0,2.0,3.0,6.0,12500000.0
Kathmandu,Kathmandu,Bhangal,4.0,2.0,2.0,4.0,13.0,18000000.0
Kathmandu,Kathmandu,Chandol,5.0,3.0,2.5,6.3,13.0,46000000.0
Kathmandu,Kathmandu,Chappal Karkhana,7.0,4.0,3.5,7.0,12.0,38500000.0
Kathmandu,Kathmandu,Sukedhara,4.0,3.0,2.5,6.0,12.0,45000000.0
Kathmandu,Kathmandu,Dhapasi,4.0,4.0,2.5,5.0,12.0,33000000.0
